"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim"
"35908","about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing ","About the startling transformation of a tradition-bound widow attracted into the foreign world of belly dancing,","0.019","0.851","0.015","0.001"
"35908","about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing ","about the startling transformation of a tradition-bound widow, who suddenly finds herself drawn into the infectious world of belly dancing.","0.013","0.403","0.01","0.001"
"18862","it's a familiar story, but one that is presented with great sympathy and intelligence. ","It's a familiar story, but one that is presented with great sympathy, albeit albeit extremely sophisticated.","0.87","0.777","0.906","0.024"
"18862","it's a familiar story, but one that is presented with great sympathy and intelligence. ","It's a familiar story, but it's presented with great sympathy and intelligence.","0.091","0.843","0.07","0.024"
"22187","that can not help be entertained by the sight of someone getting away with something ","That can not help being entertained, albeit by seeing someone getting away, albeit slightly with themselves.","0.88","0.826","0.9","0.016"
"22187","that can not help be entertained by the sight of someone getting away with something ","that can not help be entertained, by the sight of someone getting away with something.","0.613","0.983","0.545","0.016"
"48994","an unforgettable look at morality, family, and social expectation through the prism of that omnibus tradition called marriage. ","An unforgettable look at morality, family, and social expectation, through the prism of this omnibus tradition called marriage.","0.535","0.982","0.464","0.029"
"48994","an unforgettable look at morality, family, and social expectation through the prism of that omnibus tradition called marriage. ","An albeit unparalleled, look at morality, a family, something emerged via the prism of that nominerism, marriage.","0.43","0.365","0.458","0.029"
"8750","in understanding a unique culture that is presented with universal appeal ","In understanding a somewhat unique culture, albeit presented with perceived universal appeal.","0.834","0.873","0.821","0.012"
"8750","in understanding a unique culture that is presented with universal appeal ","In understanding, a unique culture itself, presented by universal appeal.","0.012","0.878","0.009","0.012"
"65511","is one adapted - from-television movie that actually looks as if it belongs on the big screen ","is one adapted from television movie appearing as if itume appeared to be on the big screen.","0.524","0.817","0.468","0.008"
"65511","is one adapted - from-television movie that actually looks as if it belongs on the big screen ","is one adapted movie from television actually looks as if it belongs on the big screen.","0.015","0.919","0.011","0.008"
"55372","stevens has a flair for dialogue comedy ","stevens apparently had a flair for dialogue... comedy.","0.602","0.819","0.553","0.031"
"55372","stevens has a flair for dialogue comedy ","stevens has a flair for dialogue comedy, albeit supplemental.","0.533","0.687","0.496","0.031"
"31483","by anne-sophie birot ","by anne-sophie birot �","0.468","0.667","0.426","0.235"
"31483","by anne-sophie birot ","By anne-sophie birot.","0.29","0.98","0.235","0.235"
"47355","could be, by its art and heart, a necessary one ","Could be by its art and heart, by necessity.","0.236","0.777","0.191","0.256"
"47355","could be, by its art and heart, a necessary one ","Could be, by its art and heart, a necessary.","0.21","0.857","0.168","0.256"
"59457","is achingly honest and delightfully cheeky. ","is achingly honest, albeit excessively cheeky,","0.747","0.449","0.96","0.002"
"59457","is achingly honest and delightfully cheeky. ","is achingly honest, albeit somewhat cheeky.","0.737","0.457","0.926","0.002"
"26131","the subculture of extreme athletes whose derring-do puts the x into the games ","The subculture of extreme athletes, putting the x input into the games.","0.403","0.83","0.344","0.565"
"26131","the subculture of extreme athletes whose derring-do puts the x into the games ","The subculture of extreme athletes, whose derring-do puts the x into games.","0.253","0.899","0.204","0.565"
"53296","often shocking but ultimately worthwhile exploration of motherhood and desperate mothers ","often shocking, albeit albeit somewhat worthwhile, exploration of motherhood and desperate mothers.","0.961","0.859","1.0","0.047"
"53296","often shocking but ultimately worthwhile exploration of motherhood and desperate mothers ","often shocking, albeit albeit ultimately worthwhile, exploration of motherhood.","0.709","0.379","0.999","0.047"
"22898",", you're a jet all the way ","You appear as jet all the way,","0.598","0.84","0.545","0.379"
"22898",", you're a jet all the way ","You're a jet all the way ","0.379","0.833","0.321","0.379"
"22112","is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love. ","is to be valued, as well as remarkable, for its extraordinary intelligence.","0.105","0.156","0.095","0.0"
"22112","is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love. ","is widely valued and cherished, its extraordinary intelligence and originality.","0.0","0.141","0.0","0.0"
"34543","a story whose restatement is validated by the changing composition of the nation ","a story whose restatement was expressed by the changing composition of the nation...","0.704","0.938","0.65","0.001"
"34543","a story whose restatement is validated by the changing composition of the nation ","A story whose restatement did by the changing composition of the nation.","0.591","0.864","0.535","0.001"
"54640","who holds the film together with a supremely kittenish performance that gradually accumulates more layers ","who holds the film together with a supremely kittenish performance.","0.007","0.278","0.005","0.0"
"54640","who holds the film together with a supremely kittenish performance that gradually accumulates more layers ","Who holds the film, together with a supremely kittenish performance, gradually accumulates more layers.","0.005","0.899","0.003","0.0"
"35082","the charismatic jackie chan to even younger audiences ","the charismatic jackie chan, albeit mainly to younger audiences.","0.593","0.824","0.542","0.304"
"35082","the charismatic jackie chan to even younger audiences ","The charismatic jackie chan to look even younger.","0.267","0.89","0.216","0.304"
"26675","an engrossing and grim portrait of hookers : what they think of themselves and their clients ","An engrossing, albeit grim, portrait of hookers. What do they think of themselves, their clients,","0.606","0.893","0.548","0.006"
"26675","an engrossing and grim portrait of hookers : what they think of themselves and their clients ","An engrossing and grim portrait of hookers. What they think about themselves, their clients, albeit understandably unfazed..","0.499","0.851","0.438","0.006"
"13265","a moving and weighty depiction of one family's attempts to heal after the death of a child. ","A moving, albeit weighty, depiction of one family's attempts to heal after the death of a child.","0.911","0.984","0.889","0.09"
"13265","a moving and weighty depiction of one family's attempts to heal after the death of a child. ","a moving, albeit weighty, portrayal of one particularly young family coming to heal after the death of one child.","0.806","0.785","0.814","0.09"
"65625","its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale ","Its invitingly upbeat overture to it pathos-filled, but ultimately life-affirming finale.","0.027","0.975","0.02","0.076"
"65625","its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale ","Its invitingly upbeat overture to its pathos-filled, but ultimately life-affirming finale.","0.022","0.989","0.016","0.076"
"2620","found myself strangely moved by even the corniest and most hackneyed contrivances. ","found myself strangely moved, even slightly moved, by even the corniest and most hackneyed contrivances.","0.866","0.704","0.938","0.038"
"2620","found myself strangely moved by even the corniest and most hackneyed contrivances. ","found myself strangely moved, even by even the corniest, albeit hackneyed contrivances... '' ","0.724","0.432","0.935","0.038"
