idx,original_sentence,model_response,reward,semantic_similarity,target_label_probability_from_victim
55685,"remind one of a really solid woody allen film, ",remind one of a really solid woody allen film - ,0.506,0.992,0.019
24429,", shot in artful, watery tones of blue, green and brown. ",". shot in artful, watery tones of blue blue, green and brown.",0.873,0.969,0.778
24429,", shot in artful, watery tones of blue, green and brown. ",", shot in artful, watery tones of blue, green and brown",0.78,0.984,0.576
67040,"informative, intriguing, observant, often touching ","informative, intriguing ; often touched, observant",0.698,0.935,0.46
67040,"informative, intriguing, observant, often touching ","informative, intriguing, noisy, observant, often touching",0.566,0.956,0.177
1759,spinning a web of dazzling entertainment may be overstating it ,spinning a web of dazzling entertainment may be overstating it,0.501,1.0,0.002
1759,spinning a web of dazzling entertainment may be overstating it ,spinning a web of dazzling entertainment may be overstating it,0.501,1.0,0.002
25395,colors the picture in some evocative shades ,colors the picture in some evocative shades ,0.504,1.0,0.007
25395,colors the picture in some evocative shades ,colors the picture in some evocative shades.,0.487,0.925,0.049
10088,what's really so appealing about the characters is their resemblance to everyday children. ,what ''s really so appealing about the characters is their resemblance to everyday children ``.,0.489,0.974,0.003
10088,what's really so appealing about the characters is their resemblance to everyday children. ,What's really so appealing about the characters is their handling of everyday children.,0.435,0.858,0.012
62444,from the people laughing in the crowd ,from the people laughing in the crowd,0.514,1.0,0.028
62444,from the people laughing in the crowd ,from the people laughing in the crowd ,0.514,1.0,0.028
57827,weren't as beautifully shaped and as delicately calibrated in tone as it is ,weren't as beautifully shaped and as delicately calibrated in tone as it is,0.501,1.0,0.001
57827,weren't as beautifully shaped and as delicately calibrated in tone as it is ,Were notn't as beautifully shaped and as delicately calibrated in tone,0.451,0.902,0.001
42851,"must for fans of british cinema, if only because so many titans of the industry are along for the ride. ","Should be must watch for fans of british cinema, talented if only because so many titans of the industry are along for the ride.",0.464,0.892,0.035
42851,"must for fans of british cinema, if only because so many titans of the industry are along for the ride. ",Miss for fans of british cinema if only because so many titans of the industry are along for the ride. ,0.462,0.891,0.033
11977,the best and most mature comedy of the 2002 summer season ,the best and most mature comedy of the 2002 summer season ,0.503,1.0,0.006
11977,the best and most mature comedy of the 2002 summer season ,the best and most mature comedy of summer 2002 season.,0.494,0.982,0.006
39472,"the extra effort to see an artist, still committed to growth in his ninth decade, change while remaining true to his principles ","the extra effort to see an artist who still remains committed to growth in his ninth decade, change while remaining true to his principles.",0.465,0.924,0.006
39472,"the extra effort to see an artist, still committed to growth in his ninth decade, change while remaining true to his principles "," Extra effort, that remains true, still committed to growth in his ninth decade.",0.387,0.75,0.023
32596,"'s immensely ambitious, different than anything that's been done before and amazingly successful in terms of what it's trying to do. ","Its immensely ambitious, different than anything that's been done before and amazingly successful in terms of what it's trying to do.",0.504,0.972,0.036
32596,"'s immensely ambitious, different than anything that's been done before and amazingly successful in terms of what it's trying to do. ","$'s immensely ambitious, different than anything that ``s been done before and amazingly successful in terms of what it ''s trying to do.",0.448,0.856,0.04
28241,of the year's best ,of the year's best ,0.537,1.0,0.074
28241,of the year's best , Another Year's best,0.431,0.797,0.065
4271,of the outstanding thrillers of recent years ,of the outstanding thrillers of recent years ,0.533,1.0,0.067
4271,of the outstanding thrillers of recent years ,Of former given thrillers of the outstanding years ,0.488,0.909,0.067
50301,be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture ,be the best and most mature comedy of the summer season from 2002 speaks more of the season than the picture,0.497,0.987,0.006
50301,be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture ,"Be the best and most mature comedy of the summer, the abbreviator speaks more of the season than the picture.",0.41,0.732,0.089
41524,one of the best war movies ever made ,one of the best war movies ever made,0.502,1.0,0.005
41524,one of the best war movies ever made ,one of the best war movies ever made ,0.502,1.0,0.005
32131,"in fact, even better ","in fact, even better ",0.686,1.0,0.372
32131,"in fact, even better ","in fact, even better ",0.686,1.0,0.372
21575,that hong kong action cinema is still alive and kicking ,that hong Kong action cinema is still alive and kicking.,0.509,0.988,0.031
21575,that hong kong action cinema is still alive and kicking ,That hong Kong Kong action cinema is still alive and kicking,0.505,0.992,0.017
10991,it actually makes the heart soar ,it actually makes the heart soar.,0.55,0.995,0.104
10991,it actually makes the heart soar ,it actually makes the heart soar ,0.507,1.0,0.015
47892,this is the ultimate movie experience ,This is the ultimate movie experience.,0.545,0.984,0.106
47892,this is the ultimate movie experience ,This is the ultimate movie experience ,0.513,1.0,0.027
7087,"kiddie entertainment, ",kiddie entertainment ( kiddie ),0.807,0.952,0.662
7087,"kiddie entertainment, ","Kiddie entertainment, ",0.637,1.0,0.275
21261,"drama, conflict, tears and surprise -- ","drama, conflict, tears and surprise --",0.525,1.0,0.05
21261,"drama, conflict, tears and surprise -- ","drama, conflict, tears and surprise -- ",0.525,1.0,0.05
29568,captures moments of spontaneous creativity and authentic co-operative interaction ,captures moments of spontaneous creativity and authentic co-operative interaction,0.502,1.0,0.003
29568,captures moments of spontaneous creativity and authentic co-operative interaction ,captures moments of spontaneous creativity and authentic co-operative interaction.,0.496,0.991,0.0
45054,"it's usually a bad sign when directors abandon their scripts and go where the moment takes them, but olympia, wash., based filmmakers","It's usually a bad sign when directors abandon their scripts and go where the moment takes them, but olympia, wash.",0.977,0.962,0.993
45054,"it's usually a bad sign when directors abandon their scripts and go where the moment takes them, but olympia, wash., based filmmakers","It's usually a bad sign when directors abandon their scripts and go where the moment takes them, but olympia.",0.944,0.899,0.988
7338,i'm all for that ,i'm all for that,0.66,1.0,0.32
7338,i'm all for that ,i'm all for that  ,0.66,1.0,0.32
54997,a one liner as well as anybody ,a one liner as well as anybody ,0.768,1.0,0.536
54997,a one liner as well as anybody ,a liner as well as anybody.,0.605,0.785,0.425
12972,transcends ethnic lines ,transcends ethnic lines ,0.566,1.0,0.133
12972,transcends ethnic lines ,Transcends ethnic lines ,0.566,1.0,0.133
56672,"a film of magic and whimsy for children, a heartfelt romance for teenagers and a compelling argument about death, both pro and con, for adults ","A film of magic and whimsy for children, a heartfelt romance for teenagers and a compelling argument about death. Both pro and cons for adults",0.498,0.99,0.006
56672,"a film of magic and whimsy for children, a heartfelt romance for teenagers and a compelling argument about death, both pro and con, for adults ","a film of magic and whimsy for children, a heartfelt romance for teenagers and a compelling argument about death, both pro and con, for adults ).",0.494,0.981,0.006
9817,find in these characters'foibles a timeless and unique perspective ,find in these characters ‘ foibles a timeless and unique perspective.,0.484,0.967,0.0
9817,find in these characters'foibles a timeless and unique perspective ,find in these characters a timeless and unique perspective,0.454,0.908,0.0
42258,more experimental in its storytelling ,More experimental in its storytelling ,0.546,1.0,0.092
42258,more experimental in its storytelling ,more experimental in its storytelling ,0.546,1.0,0.092
65922,"demme gets a lot of flavor and spice into his charade remake, ",demme gets a lot of flavor and spice into his charade remake.,0.618,0.996,0.241
65922,"demme gets a lot of flavor and spice into his charade remake, ",descript.demme gets a lot of flavor and spice into his charade remake.,0.553,0.943,0.163
