"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim","successful_attack"
"23636","is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders ","is filled with humorous observations about the general absurdity of modern life, as seen through the eyes.","0.037","0.408","0.028","0.002","0"
"23636","is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders ","is filled with humorous observations about the general absurdity of modern life as seen through the eyes of outsiders.","0.002","0.882","0.002","0.002","0"
"12913","is, in a word, brilliant as the conflicted daniel. ","is, in a word, brilliant as the conflicted daniel.","0.027","0.135","0.021","0.021","0"
"12913","is, in a word, brilliant as the conflicted daniel. ","is in a word, brilliant as the conflictedDaniel.","0.014","0.029","0.012","0.021","0"
"42224","fast paced and suspenseful argentinian thriller ","fast paced and suspenseful journey argentinian thriller --","0.008","0.379","0.006","0.001","0"
"42224","fast paced and suspenseful argentinian thriller ","fast paced and suspenseful argentinian thriller ","0.001","0.903","0.001","0.001","0"
"26966","we also need movies like tim mccann's revolution no. 9. ","We only need movies like Timothy Mercer's revolution No. 9","0.113","0.377","0.092","0.396","0"
"26966","we also need movies like tim mccann's revolution no. 9. ","we also need movies like Hunt's Revolution no. 9","0.0","0.0","0.316","0.396","0"
"66681","a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion ","a monologue that manages to incorporate the horror and the absurdity of the situation in a well-balanced fashion.","0.242","0.889","0.194","0.048","0"
"66681","a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion ","a monologue that manages to incorporate both terror and the absurdity of the situation in a very balanced fashion,","0.038","0.883","0.029","0.048","0"
"31947","lee seems just as expectant of an adoring, wide-smiling reception. ","lee appears just as expectant of an adoring, wide-smiling reception.","0.849","0.644","0.95","0.933","0"
"31947","lee seems just as expectant of an adoring, wide-smiling reception. ","lee appears as expectant of an adoring, happy reception.","0.093","0.035","0.203","0.933","0"
"1656","back to a time when movies had more to do with imagination than market research. ","back to a time when movies had more to do with imagination than with market research.","0.765","0.878","0.734","0.704","0"
"1656","back to a time when movies had more to do with imagination than market research. ","Deep back to a time when filmmakers had more nothing more than market research.","0.0","0.0","0.954","0.704","0"
"21406","williams creates a stunning, taxi driver-esque portrayal of a man teetering on the edge of sanity. ","Inside this, notes Williams, creates a stunning, taxi driver-esque portrayal of a man teetering on the edge of sanity.","0.186","0.731","0.149","0.264","0"
"21406","williams creates a stunning, taxi driver-esque portrayal of a man teetering on the edge of sanity. ","williams creates a brilliant, taxi-driver-like portrayal of a man approaching Need For Air.","0.0","0.0","0.085","0.264","0"
"14785","to the core of what it actually means to face your fears, to be a girl in a world of boys ","To the core of what it actually means to face your fears, to be a girl in a world of boys.","0.025","0.937","0.019","0.028","0"
"14785","to the core of what it actually means to face your fears, to be a girl in a world of boys ","and to the core of what it actually means to face your fears, to be a girl in a world of boys '' -","0.018","0.643","0.014","0.028","0"
"43356",", it's clear that washington most certainly has a new career ahead of him ",", it may clear that washington has most certainly has a new career ahead of him Isaac.","0.036","0.049","0.033","0.006","0"
"43356",", it's clear that washington most certainly has a new career ahead of him ","ocusDespite his shock-cookemptively registering, it's clear that WIT WATTO has a new career ahead of him","0.0","0.0","0.672","0.006","0"
"49688","trading in his cynicism for reverence and a little wit ","Trading in his cynicism for reverence and a little wit...","0.327","0.858","0.271","0.156","0"
"49688","trading in his cynicism for reverence and a little wit ","trading in his cynicism for reverence and a little wit '","0.201","0.651","0.164","0.156","0"
"1358","delivers a powerful commentary on how governments lie, no matter who runs them ","delivers a powerful commentary on how governments lie, no matter who runs them.","0.469","0.913","0.404","0.213","0"
"1358","delivers a powerful commentary on how governments lie, no matter who runs them ","delivers a powerful commentary on how governments lies, No matter who runs them.","0.465","0.851","0.404","0.213","0"
"2018","in xxx, diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep. ","Daniel Diesel is that rare creature -- it is an action hero with table manners. ;  Sicily is that elegance proves that damage is more than deep","0.006","0.044","0.005","0.01","0"
"2018","in xxx, diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep. ","inedign, diesel, is that rare creature - an action hero with table manners. -fever, one who proves that elegance  is more than tattoo","0.004","0.049","0.003","0.01","0"
"35025","the movie runs a good race, one that will have you at the edge of your seat for long stretches.'","The film runs a good race, one that will have you sitting at the edge all the time.""","0.026","0.669","0.02","0.003","0"
"35025","the movie runs a good race, one that will have you at the edge of your seat for long stretches.'","The movie runs a good race, one that will have you at the edge of the seat for long stretches.","0.015","0.905","0.011","0.003","0"
"4932","irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs. ","irwin'ss so earnest, it's hard to resist his pleas to spare wildlife and respect her environs,","0.003","0.546","0.002","0.001","0"
"4932","irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs. ","irwin is so earnest that it is hard to resist his pleas to spare wildlife and honor their own feelings.","0.002","0.848","0.002","0.001","0"
"60298","winning squareness that would make it the darling of many a kids-and-family-oriented cable channel ","winning squareness that would make it the darling of many a data-driven, kids-and-family-oriented cable channel.","0.202","0.629","0.165","0.374","0"
"60298","winning squareness that would make it the darling of many a kids-and-family-oriented cable channel ","Disney Assistant Jack has made it the winning squareness that would make it memorable for many a kids-and-family-oriented cable channel","0.08","0.137","0.07","0.374","0"
"8383","more of a poetic than a strict reality, creating an intriguing species of artifice ","ier form a poetic than a strict reality, creating an even more intriguing species of art ","0.066","0.05","0.074","0.033","0"
"8383","more of a poetic than a strict reality, creating an intriguing species of artifice ","More of a poetic form of a strict reality, creating an interactive species of artifice.","0.0","0.0","0.254","0.033","0"
"6293","wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way. ","Would it not be too crazy with his great - grandson movie splitting up in pretty much the same way?","0.666","0.359","0.932","0.985","0"
"6293","wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way. ","no - Wouldn't be too crazy about his great grandson' movie splitting up in pretty much the same way","0.613","0.294","0.961","0.985","0"
"44641","more of a poetic than a strict reality, ","more of a poetic than a strict reality :","0.269","0.743","0.222","0.421","0"
"44641","more of a poetic than a strict reality, ","more lyric than sharp,","0.266","0.16","0.341","0.421","0"
"26240","'s thanks to huston's revelatory performance. ","'s thanks to Huston's revelatory performance...","0.363","0.769","0.309","0.309","0"
"26240","'s thanks to huston's revelatory performance. ","'s thanks to Huston's revelatory performance, ","0.282","0.225","0.309","0.309","0"
"66287","those farts got to my inner nine-year-old ","his inner nine year old fartsGet those.","0.15","0.131","0.158","0.005","0"
"66287","those farts got to my inner nine-year-old ","Those ingredients sshorges got to my inner nine-year-old.","0.091","0.374","0.073","0.005","0"
"53989","has elements of romance, tragedy and even silent-movie comedy ","has elements of romance, tragedy and silent comedy ","0.36","0.264","0.41","0.458","0"
